,Product ID,Order created,Rental start,Rental end,Vendor ID,Customer ID,duration,prod_class
18,100001093,2007-04-20 11:32:47.3270000,2007-04-19 22:00:00,2007-04-20 21:59:59,43,64566,0.999988425925926,aerator
19,100001093,2007-04-11 13:17:59.5170000,2007-04-11 22:00:00,2007-04-12 21:59:59,43,87837,0.999988425925926,aerator
20,100001093,2007-04-10 14:35:16.6870000,2007-04-09 22:00:00,2007-04-10 21:59:59,43,100138,0.999988425925926,aerator
21,100001093,2007-04-13 07:02:42.5770000,2007-04-12 22:00:00,2007-04-13 21:59:59,43,99697,0.999988425925926,aerator
22,100001093,2007-04-04 10:16:42.5770000,2007-04-06 22:00:00,2007-04-07 21:59:59,43,64548,0.999988425925926,aerator
23,100001093,2007-04-04 07:09:14.9530000,2007-04-03 22:00:00,2007-04-04 21:59:59,43,64450,0.999988425925926,aerator
24,100001093,2007-04-02 06:17:06.6100000,2007-04-02 22:00:00,2007-04-03 21:59:59,43,99346,0.999988425925926,aerator
25,100001093,2007-03-30 13:29:03.7330000,2007-03-29 22:00:00,2007-03-30 21:59:59,43,64497,0.999988425925926,aerator
26,100001093,2007-03-28 12:19:53.2030000,2007-03-27 22:00:00,2007-03-28 21:59:59,43,98999,0.999988425925926,aerator
27,100001093,2007-03-27 14:58:50.6270000,2007-03-30 22:00:00,2007-03-31 21:59:59,43,98926,0.999988425925926,aerator
28,100001093,2007-03-23 15:51:33.9700000,2007-03-25 22:00:00,2007-03-26 21:59:59,43,98642,0.999988425925926,aerator
29,100001093,2007-03-24 10:40:19.7330000,2007-04-01 22:00:00,2007-04-02 21:59:59,43,98699,0.999988425925926,aerator
30,100001093,2006-09-09 07:53:53.9230000,2006-09-08 22:00:00,2006-09-09 21:59:59,43,64659,0.999988425925926,aerator
31,100001093,2006-10-14 08:33:59.9370000,2006-10-13 22:00:00,2006-10-14 21:59:59,43,91752,0.999988425925926,aerator
32,100001093,2006-10-17 07:37:14.3130000,2006-10-17 22:00:00,2006-10-18 21:59:59,43,91905,0.999988425925926,aerator
33,100001093,2006-08-03 08:29:45.2970000,2006-08-02 22:00:00,2006-08-03 21:59:59,43,87169,0.999988425925926,aerator
34,100001093,2006-08-17 09:56:20.2500000,2006-08-16 22:00:00,2006-08-17 21:59:59,43,64377,0.999988425925926,aerator
35,100001093,2006-05-08 14:57:56.1730000,2006-05-09 22:00:00,2006-05-10 21:59:59,43,80536,0.999988425925926,aerator
36,100001093,2006-05-09 13:35:43.5770000,2006-05-10 22:00:00,2006-05-12 21:59:59,43,78785,1.999988425925926,aerator
37,100001093,2006-05-08 12:18:54.1730000,2006-05-12 22:00:00,2006-05-13 21:59:59,43,80505,0.999988425925926,aerator
38,100001093,2006-05-04 08:28:38.9370000,2006-05-08 22:00:00,2006-05-09 21:59:59,43,64539,0.999988425925926,aerator
39,100001093,2006-04-29 10:50:47.7500000,2006-04-28 22:00:00,2006-04-29 21:59:59,43,64803,0.999988425925926,aerator
40,100001093,2006-04-30 14:10:38.1270000,2006-04-30 22:00:00,2006-05-01 21:59:59,43,64499,0.999988425925926,aerator
41,100001093,2006-04-24 13:13:12.3770000,2006-04-24 22:00:00,2006-04-25 21:59:59,43,79139,0.999988425925926,aerator
42,100001093,2006-04-26 14:50:37.8270000,2006-04-25 22:00:00,2006-04-26 21:59:59,43,79383,0.999988425925926,aerator
43,100001093,2006-04-24 06:36:36.2670000,2006-04-23 22:00:00,2006-04-24 21:59:59,43,64482,0.999988425925926,aerator
44,100001093,2006-04-22 09:24:21.7800000,2006-04-24 22:00:00,2006-04-25 21:59:59,43,64548,0.999988425925926,aerator
45,100001093,2006-04-21 13:58:06.1870000,2006-04-27 22:00:00,2006-04-28 21:59:59,43,78909,0.999988425925926,aerator
46,100001093,2006-04-20 08:14:41.2500000,2006-04-21 22:00:00,2006-04-23 21:59:59,43,78733,1.999988425925926,aerator
47,100001093,2006-04-20 11:22:26.7800000,2006-04-21 22:00:00,2006-04-22 21:59:59,43,78769,0.999988425925926,aerator
48,100001093,2006-04-18 07:15:27.8900000,2006-04-20 22:00:00,2006-04-21 21:59:59,43,64450,0.999988425925926,aerator
49,100001093,2006-04-18 07:47:13.7330000,2006-04-17 22:00:00,2006-04-18 21:59:59,43,77514,0.999988425925926,aerator
50,100001093,2006-04-10 14:32:00.0000000,2006-04-10 22:00:00,2006-04-11 21:59:59,43,64551,0.999988425925926,aerator
51,100001093,2006-04-10 14:53:58.9230000,2006-04-09 22:00:00,2006-04-10 21:59:59,43,64390,0.999988425925926,aerator
52,100001093,2006-04-11 10:12:54.5300000,2006-04-10 22:00:00,2006-04-11 21:59:59,43,64073,0.999988425925926,aerator
53,100001093,2006-04-11 10:38:37.4700000,2006-04-10 22:00:00,2006-04-11 21:59:59,43,64073,0.999988425925926,aerator
54,100001093,2006-04-04 14:26:36.2800000,2006-04-06 22:00:00,2006-04-07 21:59:59,43,77479,0.999988425925926,aerator
55,100001093,2006-04-07 14:23:55.3600000,2006-04-14 22:00:00,2006-04-15 21:59:59,43,77737,0.999988425925926,aerator
56,100001093,2006-03-29 08:26:13.0630000,2006-04-06 22:00:00,2006-04-08 21:59:59,43,64288,1.999988425925926,aerator
57,100001093,2006-04-04 13:20:45.4230000,2006-04-05 22:00:00,2006-04-06 21:59:59,43,64290,0.999988425925926,aerator
58,100001093,2008-06-18 07:23:24.5300000,2008-06-17 22:00:00,2008-06-18 21:59:59,43,64404,0.999988425925926,aerator
59,100001093,2008-05-17 09:11:29.3430000,2008-05-16 22:00:00,2008-05-18 21:59:59,43,101685,1.999988425925926,aerator
60,100001093,2008-03-31 14:28:48.2970000,2008-03-30 22:00:00,2008-03-31 21:59:59,43,122901,0.999988425925926,aerator
61,100001093,2008-04-16 14:48:11.7500000,2008-04-16 22:00:00,2008-04-17 21:59:59,43,83465,0.999988425925926,aerator
62,100001093,2007-04-24 12:05:49.9830000,2007-04-26 22:00:00,2007-04-27 21:59:59,43,94936,0.999988425925926,aerator
63,100001093,2008-01-22 08:28:56.7500000,2008-01-21 23:00:00,2008-01-24 22:59:59,43,118315,2.9999884259259257,aerator
64,100001093,2008-01-31 09:40:54.8600000,2008-01-30 23:00:00,2008-01-31 22:59:59,43,118315,0.999988425925926,aerator
65,100001093,2007-04-11 08:20:34.3900000,2007-04-13 22:00:00,2007-04-16 21:59:59,43,87291,2.9999884259259257,aerator
66,100001093,2007-01-15 12:05:34.4700000,2007-01-15 23:00:00,2007-01-16 22:59:59,43,95508,0.999988425925926,aerator
67,100001093,2007-03-12 14:42:35.8130000,2007-03-13 23:00:00,2007-03-14 22:59:59,43,94936,0.999988425925926,aerator
68,100001093,2006-04-27 08:56:31.8900000,2006-04-28 22:00:00,2006-04-30 21:59:59,43,79422,1.999988425925926,aerator
69,100001093,2006-04-18 09:05:54.7030000,2006-04-17 22:00:00,2006-04-18 21:59:59,43,64642,0.999988425925926,aerator
70,100001093,2006-04-25 15:02:47.2330000,2006-04-25 22:00:00,2006-04-26 21:59:59,43,79280,0.999988425925926,aerator
71,100001095,2016-05-02 07:39:31.1371122,2016-05-01 22:00:00,2016-05-02 21:59:59,78,354932,0.999988425925926,aerator
72,100001095,2016-05-21 10:13:56.0934158,2016-05-20 22:00:00,2016-05-22 21:59:59,78,159051,1.999988425925926,aerator
73,100001095,2017-04-22 07:55:51.4619857,2017-04-21 22:00:00,2017-04-22 21:59:59,78,367191,0.999988425925926,aerator
74,100001095,2017-05-20 11:53:10.4671793,2017-05-20 22:00:00,2017-05-21 21:59:59,78,368543,0.999988425925926,aerator
75,100001095,2018-04-10 09:08:40.4488374,2018-04-13 22:00:00,2018-04-14 21:59:59,78,1403787,0.999988425925926,aerator
76,100001095,2018-04-24 09:36:59.9009954,2018-04-23 22:00:00,2018-04-24 21:59:59,78,1406455,0.999988425925926,aerator
77,100001095,2018-04-25 14:13:27.3686578,2018-04-25 22:00:00,2018-04-26 21:59:59,78,1406812,0.999988425925926,aerator
78,100001095,2018-05-04 12:49:56.0138311,2018-05-06 22:00:00,2018-05-07 21:59:59,78,1409209,0.999988425925926,aerator
79,100001095,2019-07-08 14:37:09.9783201,2019-07-07 22:00:00,2019-07-08 21:59:59,78,1497284,0.999988425925926,aerator
80,100001095,2019-03-23 12:13:28.4050597,2019-03-22 23:00:00,2019-03-29 22:59:59,78,1401179,6.999988425925926,aerator
81,100001095,2019-06-06 14:20:27.1066399,2019-06-08 22:00:00,2019-06-09 21:59:59,78,1488893,0.999988425925926,aerator
82,100001095,2017-04-01 11:49:46.2341167,2017-03-31 22:00:00,2017-04-03 21:59:59,78,182189,2.9999884259259257,aerator
83,100001103,2013-05-06 07:09:24.3230000,2013-05-05 22:00:00,2013-05-06 21:59:59,39,28785,0.999988425925926,aerator
84,100001103,2013-05-06 09:59:29.4030000,2013-05-05 22:00:00,2013-05-06 21:59:59,39,28604,0.999988425925926,aerator
85,100001103,2013-05-10 07:10:01.2830000,2013-05-09 22:00:00,2013-05-10 21:59:59,39,174619,0.999988425925926,aerator
86,100001103,2013-05-10 06:38:33.2800000,2013-05-09 22:00:00,2013-05-10 21:59:59,39,294842,0.999988425925926,aerator
87,100001103,2013-05-24 14:25:22.8400000,2013-05-23 22:00:00,2013-05-24 21:59:59,39,101121,0.999988425925926,aerator
88,100001103,2013-05-18 07:07:31.5930000,2013-05-17 22:00:00,2013-05-18 21:59:59,39,295216,0.999988425925926,aerator
89,100001103,2013-05-18 09:39:39.3470000,2013-05-17 22:00:00,2013-05-18 21:59:59,39,28341,0.999988425925926,aerator
90,100001103,2013-05-01 06:49:38.1430000,2013-04-30 22:00:00,2013-05-01 21:59:59,39,294610,0.999988425925926,aerator
91,100001103,2013-05-01 07:23:57.1300000,2013-04-30 22:00:00,2013-05-01 21:59:59,39,243892,0.999988425925926,aerator
92,100001103,2013-05-01 08:44:34.5170000,2013-04-30 22:00:00,2013-05-01 21:59:59,39,29175,0.999988425925926,aerator
93,100001103,2013-04-27 08:13:25.8430000,2013-04-26 22:00:00,2013-04-27 21:59:59,39,80227,0.999988425925926,aerator
94,100001103,2013-04-27 08:35:43.3870000,2013-04-26 22:00:00,2013-04-27 21:59:59,39,163765,0.999988425925926,aerator
95,100001103,2013-04-29 08:14:51.4070000,2013-05-03 22:00:00,2013-05-04 21:59:59,39,96076,0.999988425925926,aerator
96,100001103,2013-04-29 08:17:02.9530000,2013-04-30 22:00:00,2013-05-01 21:59:59,39,180155,0.999988425925926,aerator
97,100001103,2013-04-30 05:06:37.6230000,2013-04-29 22:00:00,2013-04-30 21:59:59,39,78599,0.999988425925926,aerator
98,100001103,2013-05-03 11:18:30.4900000,2013-05-02 22:00:00,2013-05-03 21:59:59,39,294682,0.999988425925926,aerator
99,100001103,2013-05-02 07:53:16.5200000,2013-05-01 22:00:00,2013-05-02 21:59:59,39,292551,0.999988425925926,aerator
100,100001103,2013-04-15 07:55:43.8530000,2013-04-14 22:00:00,2013-04-15 21:59:59,39,110025,0.999988425925926,aerator
101,100001103,2013-04-12 06:53:36.4700000,2013-04-11 22:00:00,2013-04-12 21:59:59,39,191892,0.999988425925926,aerator
102,100001103,2013-04-12 13:42:55.0830000,2013-04-12 22:00:00,2013-04-13 21:59:59,39,27948,0.999988425925926,aerator
103,100001103,2013-04-13 07:14:08.5770000,2013-04-12 22:00:00,2013-04-13 21:59:59,39,28847,0.999988425925926,aerator
104,100001103,2013-04-13 07:43:49.3030000,2013-04-12 22:00:00,2013-04-13 21:59:59,39,91256,0.999988425925926,aerator
105,100001103,2013-04-13 09:56:38.0600000,2013-04-12 22:00:00,2013-04-13 21:59:59,39,161296,0.999988425925926,aerator
106,100001103,2013-04-08 10:40:42.7400000,2013-04-07 22:00:00,2013-04-08 21:59:59,39,171824,0.999988425925926,aerator
107,100001103,2012-05-18 10:00:19.5270000,2012-05-18 22:00:00,2012-05-20 21:59:59,39,232362,1.999988425925926,aerator
108,100001103,2012-07-27 12:30:00.4730000,2012-07-26 22:00:00,2012-07-27 21:59:59,39,28710,0.999988425925926,aerator
109,100001103,2012-08-07 10:02:24.6600000,2012-08-07 22:00:00,2012-08-08 21:59:59,39,285553,0.999988425925926,aerator
110,100001103,2012-05-01 09:58:55.6330000,2012-04-30 22:00:00,2012-05-01 21:59:59,39,172268,0.999988425925926,aerator
111,100001103,2012-05-02 09:14:27.9970000,2012-05-01 22:00:00,2012-05-02 21:59:59,39,80005,0.999988425925926,aerator
112,100001103,2012-05-03 11:32:14.3000000,2012-05-02 22:00:00,2012-05-03 21:59:59,39,231714,0.999988425925926,aerator
113,100001103,2013-04-15 14:27:36.6800000,2013-04-14 22:00:00,2013-04-15 21:59:59,39,294100,0.999988425925926,aerator
114,100001103,2013-04-16 09:32:04.5630000,2013-04-15 22:00:00,2013-04-16 21:59:59,39,292603,0.999988425925926,aerator
115,100001103,2013-04-16 06:43:22.7930000,2013-04-17 22:00:00,2013-04-18 21:59:59,39,28989,0.999988425925926,aerator
116,100001103,2013-04-17 13:42:13.3700000,2013-04-17 22:00:00,2013-04-18 21:59:59,39,294196,0.999988425925926,aerator
117,100001103,2013-04-20 07:00:13.1070000,2013-04-19 22:00:00,2013-04-20 21:59:59,39,158991,0.999988425925926,aerator
118,100001103,2013-04-20 07:04:43.5830000,2013-04-19 22:00:00,2013-04-20 21:59:59,39,84052,0.999988425925926,aerator
119,100001103,2013-04-20 07:46:39.1400000,2013-04-19 22:00:00,2013-04-20 21:59:59,39,294299,0.999988425925926,aerator
120,100001103,2013-04-20 08:20:58.0870000,2013-04-19 22:00:00,2013-04-20 21:59:59,39,28681,0.999988425925926,aerator
121,100001103,2013-04-20 09:51:58.5330000,2013-04-19 22:00:00,2013-04-20 21:59:59,39,28094,0.999988425925926,aerator
122,100001103,2013-04-19 11:31:52.7570000,2013-04-18 22:00:00,2013-04-19 21:59:59,39,294280,0.999988425925926,aerator
123,100001103,2013-04-19 07:59:54.1100000,2013-04-23 22:00:00,2013-04-24 21:59:59,39,122298,0.999988425925926,aerator
124,100001103,2013-04-27 10:06:00.9700000,2013-04-26 22:00:00,2013-04-27 21:59:59,39,244816,0.999988425925926,aerator
125,100001103,2013-04-27 07:25:00.1630000,2013-04-26 22:00:00,2013-04-27 21:59:59,39,191637,0.999988425925926,aerator
126,100001103,2013-04-25 10:04:39.0530000,2013-04-26 22:00:00,2013-04-27 21:59:59,39,78684,0.999988425925926,aerator
127,100001103,2013-04-24 08:26:46.2430000,2013-04-23 22:00:00,2013-04-24 21:59:59,39,167434,0.999988425925926,aerator
128,100001103,2013-04-22 06:35:54.6430000,2013-04-21 22:00:00,2013-04-22 21:59:59,39,191427,0.999988425925926,aerator
129,100001103,2013-04-22 08:14:15.7300000,2013-04-21 22:00:00,2013-04-22 21:59:59,39,294389,0.999988425925926,aerator
130,100001103,2013-04-22 08:22:27.9570000,2013-04-21 22:00:00,2013-04-22 21:59:59,39,28989,0.999988425925926,aerator
131,100001103,2013-04-23 06:21:27.5530000,2013-04-22 22:00:00,2013-04-23 21:59:59,39,294410,0.999988425925926,aerator
132,100001103,2013-04-23 07:41:14.8930000,2013-04-22 22:00:00,2013-04-23 21:59:59,39,29227,0.999988425925926,aerator
133,100001103,2013-04-23 09:20:00.8700000,2013-04-25 22:00:00,2013-04-26 21:59:59,39,28282,0.999988425925926,aerator
134,100001103,2012-04-07 07:08:55.9700000,2012-04-06 22:00:00,2012-04-07 21:59:59,39,166235,0.999988425925926,aerator
135,100001103,2012-03-27 08:30:16.2430000,2012-03-26 22:00:00,2012-03-27 21:59:59,39,161381,0.999988425925926,aerator
136,100001103,2012-04-04 12:22:03.9100000,2012-04-03 22:00:00,2012-04-04 21:59:59,39,243742,0.999988425925926,aerator
137,100001103,2012-04-04 13:05:46.3100000,2012-04-03 22:00:00,2012-04-04 21:59:59,39,80227,0.999988425925926,aerator
138,100001103,2012-04-14 07:42:33.0770000,2012-04-14 22:00:00,2012-04-15 21:59:59,39,171824,0.999988425925926,aerator
139,100001103,2012-04-14 08:22:33.0000000,2012-04-14 22:00:00,2012-04-15 21:59:59,39,158713,0.999988425925926,aerator
140,100001103,2012-03-27 12:04:47.6900000,2012-03-30 22:00:00,2012-03-31 21:59:59,39,78684,0.999988425925926,aerator
141,100001103,2012-03-27 12:47:13.0470000,2012-03-29 22:00:00,2012-03-30 21:59:59,39,28337,0.999988425925926,aerator
142,100001103,2012-03-28 07:54:13.0130000,2012-03-27 22:00:00,2012-03-28 21:59:59,39,243375,0.999988425925926,aerator
143,100001103,2012-03-28 08:25:29.4300000,2012-03-29 22:00:00,2012-03-30 21:59:59,39,243381,0.999988425925926,aerator
144,100001103,2012-04-21 08:49:29.8570000,2012-04-20 22:00:00,2012-04-21 21:59:59,39,179273,0.999988425925926,aerator
145,100001103,2012-04-21 09:59:28.7600000,2012-04-20 22:00:00,2012-04-21 21:59:59,39,193909,0.999988425925926,aerator
146,100001103,2012-04-27 05:29:04.2370000,2012-04-26 22:00:00,2012-04-27 21:59:59,39,237713,0.999988425925926,aerator
147,100001103,2012-05-01 06:34:01.0600000,2012-04-30 22:00:00,2012-05-01 21:59:59,39,191637,0.999988425925926,aerator
148,100001103,2012-04-21 07:20:12.3730000,2012-04-20 22:00:00,2012-04-21 21:59:59,39,91776,0.999988425925926,aerator
149,100001103,2012-04-21 07:50:06.3930000,2012-04-20 22:00:00,2012-04-21 21:59:59,39,244035,0.999988425925926,aerator
150,100001103,2012-04-19 05:16:27.0200000,2012-04-18 22:00:00,2012-04-19 21:59:59,39,78599,0.999988425925926,aerator
151,100001103,2012-04-20 06:06:32.3930000,2012-04-19 22:00:00,2012-04-20 21:59:59,39,101112,0.999988425925926,aerator
152,100001103,2012-04-20 12:30:34.1600000,2012-04-22 22:00:00,2012-04-23 21:59:59,39,29133,0.999988425925926,aerator
153,100001103,2012-04-20 13:20:46.4000000,2012-04-19 22:00:00,2012-04-20 21:59:59,39,180054,0.999988425925926,aerator
154,100001103,2012-04-12 10:01:16.6330000,2012-04-11 22:00:00,2012-04-12 21:59:59,39,243831,0.999988425925926,aerator
155,100001103,2012-04-16 07:38:16.4300000,2012-04-15 22:00:00,2012-04-16 21:59:59,39,243892,0.999988425925926,aerator
156,100001103,2011-04-23 07:48:27.5230000,2011-04-22 22:00:00,2011-04-23 21:59:59,39,78684,0.999988425925926,aerator
157,100001103,2011-04-20 12:02:57.4100000,2011-04-19 22:00:00,2011-04-20 21:59:59,39,29227,0.999988425925926,aerator
158,100001103,2011-04-29 11:14:23.3870000,2011-04-28 22:00:00,2011-04-29 21:59:59,39,158713,0.999988425925926,aerator
159,100001103,2011-04-27 06:14:51.6200000,2011-04-26 22:00:00,2011-04-27 21:59:59,39,29037,0.999988425925926,aerator
160,100001103,2011-05-21 07:01:26.9000000,2011-05-20 22:00:00,2011-05-21 21:59:59,39,28736,0.999988425925926,aerator
161,100001103,2011-05-21 07:07:32.2600000,2011-05-20 22:00:00,2011-05-21 21:59:59,39,27948,0.999988425925926,aerator
162,100001103,2011-05-24 14:17:31.8400000,2011-05-24 22:00:00,2011-05-25 21:59:59,39,191554,0.999988425925926,aerator
163,100001103,2011-07-12 06:35:22.0470000,2011-07-11 22:00:00,2011-07-12 21:59:59,39,158713,0.999988425925926,aerator
164,100001103,2011-06-03 07:44:19.3370000,2011-06-02 22:00:00,2011-06-03 21:59:59,39,84052,0.999988425925926,aerator
165,100001103,2011-09-22 14:24:21.1730000,2011-09-21 22:00:00,2011-09-22 21:59:59,39,232478,0.999988425925926,aerator
166,100001103,2012-03-26 07:14:13.7770000,2012-03-30 22:00:00,2012-03-31 21:59:59,39,102276,0.999988425925926,aerator
167,100001103,2012-03-26 07:44:48.7100000,2012-03-25 22:00:00,2012-03-26 21:59:59,39,28541,0.999988425925926,aerator
168,100001103,2012-03-23 14:23:14.6300000,2012-03-23 23:00:00,2012-03-24 22:59:59,39,160925,0.999988425925926,aerator
169,100001103,2012-03-22 10:14:54.4270000,2012-03-21 23:00:00,2012-03-22 22:59:59,39,29227,0.999988425925926,aerator
170,100001103,2011-10-29 09:53:05.3570000,2011-10-28 22:00:00,2011-10-29 21:59:59,39,28526,0.999988425925926,aerator
171,100001103,2012-03-13 14:58:42.9400000,2012-03-13 23:00:00,2012-03-14 22:59:59,39,85522,0.999988425925926,aerator
172,100001103,2012-03-16 15:17:03.4370000,2012-03-16 23:00:00,2012-03-17 22:59:59,39,28116,0.999988425925926,aerator
173,100001103,2010-04-27 12:03:16.0370000,2010-04-26 22:00:00,2010-04-27 21:59:59,39,28907,0.999988425925926,aerator
174,100001103,2010-04-27 08:23:18.7030000,2010-04-26 22:00:00,2010-04-27 21:59:59,39,158713,0.999988425925926,aerator
175,100001103,2010-04-27 09:04:57.2830000,2010-04-26 22:00:00,2010-04-27 21:59:59,39,28592,0.999988425925926,aerator
176,100001103,2010-04-28 08:39:44.4270000,2010-04-28 22:00:00,2010-04-29 21:59:59,39,192519,0.999988425925926,aerator
177,100001103,2010-04-15 12:37:33.3630000,2010-04-14 22:00:00,2010-04-15 21:59:59,39,191989,0.999988425925926,aerator
178,100001103,2010-04-26 12:43:26.6270000,2010-04-30 22:00:00,2010-05-01 21:59:59,39,172338,0.999988425925926,aerator
179,100001103,2010-04-22 09:38:06.1530000,2010-04-22 22:00:00,2010-04-23 21:59:59,39,192267,0.999988425925926,aerator
180,100001103,2010-04-23 10:47:59.7200000,2010-04-22 22:00:00,2010-04-23 21:59:59,39,29196,0.999988425925926,aerator
181,100001103,2010-04-24 07:27:42.0930000,2010-04-23 22:00:00,2010-04-24 21:59:59,39,192355,0.999988425925926,aerator
182,100001103,2010-04-15 04:56:44.9730000,2010-04-13 22:00:00,2010-04-14 21:59:59,39,158713,0.999988425925926,aerator
183,100001103,2010-04-15 05:15:20.6970000,2010-04-13 22:00:00,2010-04-14 21:59:59,39,164252,0.999988425925926,aerator
184,100001103,2010-04-19 13:16:13.5370000,2010-04-18 22:00:00,2010-04-19 21:59:59,39,28989,0.999988425925926,aerator
185,100001103,2010-04-16 10:30:28.7130000,2010-04-15 22:00:00,2010-04-16 21:59:59,39,28319,0.999988425925926,aerator
186,100001103,2010-04-16 10:42:39.9900000,2010-04-15 22:00:00,2010-04-16 21:59:59,39,114266,0.999988425925926,aerator
187,100001103,2010-04-12 08:54:34.3700000,2010-04-11 22:00:00,2010-04-12 21:59:59,39,77924,0.999988425925926,aerator
188,100001103,2010-04-12 08:16:50.2230000,2010-04-11 22:00:00,2010-04-12 21:59:59,39,167434,0.999988425925926,aerator
189,100001103,2010-04-08 08:39:14.3500000,2010-04-07 22:00:00,2010-04-08 21:59:59,39,28164,0.999988425925926,aerator
190,100001103,2010-04-13 06:08:06.9500000,2010-04-12 22:00:00,2010-04-13 21:59:59,39,82190,0.999988425925926,aerator
191,100001103,2010-04-13 10:57:18.3070000,2010-04-12 22:00:00,2010-04-13 21:59:59,39,28625,0.999988425925926,aerator
192,100001103,2010-04-13 14:45:39.6770000,2010-04-16 22:00:00,2010-04-17 21:59:59,39,191902,0.999988425925926,aerator
193,100001103,2010-04-14 10:47:47.3800000,2010-04-13 22:00:00,2010-04-14 21:59:59,39,191939,0.999988425925926,aerator
194,100001103,2010-04-14 11:50:28.4330000,2010-04-14 22:00:00,2010-04-15 21:59:59,39,28604,0.999988425925926,aerator
195,100001103,2010-04-09 06:12:55.5270000,2010-04-09 22:00:00,2010-04-10 21:59:59,39,179332,0.999988425925926,aerator
196,100001103,2010-04-09 07:01:52.8670000,2010-04-11 22:00:00,2010-04-12 21:59:59,39,76863,0.999988425925926,aerator
197,100001103,2010-04-09 07:21:49.7770000,2010-04-08 22:00:00,2010-04-09 21:59:59,39,191727,0.999988425925926,aerator
198,100001103,2010-04-09 10:56:21.4630000,2010-04-15 22:00:00,2010-04-16 21:59:59,39,28829,0.999988425925926,aerator
199,100001103,2010-04-09 12:17:48.0900000,2010-04-08 22:00:00,2010-04-09 21:59:59,39,28592,0.999988425925926,aerator
200,100001103,2010-04-12 06:11:04.2270000,2010-04-11 22:00:00,2010-04-12 21:59:59,39,58688,0.999988425925926,aerator
201,100001103,2010-04-10 06:44:54.0530000,2010-04-09 22:00:00,2010-04-10 21:59:59,39,28101,0.999988425925926,aerator
202,100001103,2010-04-10 07:16:03.9430000,2010-04-09 22:00:00,2010-04-10 21:59:59,39,101110,0.999988425925926,aerator
203,100001103,2010-04-08 13:40:27.0700000,2010-04-09 22:00:00,2010-04-10 21:59:59,39,160925,0.999988425925926,aerator
204,100001103,2010-04-08 10:56:37.6530000,2010-04-07 22:00:00,2010-04-08 21:59:59,39,191684,0.999988425925926,aerator
205,100001103,2010-04-08 10:59:18.1200000,2010-04-08 22:00:00,2010-04-09 21:59:59,39,191685,0.999988425925926,aerator
206,100001103,2010-04-06 14:59:40.7200000,2010-04-08 22:00:00,2010-04-09 21:59:59,39,172268,0.999988425925926,aerator
207,100001103,2010-04-07 07:31:49.0830000,2010-04-07 22:00:00,2010-04-08 21:59:59,39,29089,0.999988425925926,aerator
208,100001103,2010-04-07 07:56:20.8730000,2010-04-08 22:00:00,2010-04-09 21:59:59,39,162645,0.999988425925926,aerator
209,100001103,2010-04-08 06:16:21.0930000,2010-04-07 22:00:00,2010-04-08 21:59:59,39,191655,0.999988425925926,aerator
