,Product ID,Order created,Vendor ID,Customer ID,rental_start,rental_end
56,100001093,2006-03-29 08:26:13.0630000,43,64288,2006-04-06,2006-04-08
57,100001093,2006-04-04 13:20:45.4230000,43,64290,2006-04-05,2006-04-06
58,100001093,2008-06-18 07:23:24.5300000,43,64404,2008-06-17,2008-06-18
59,100001093,2008-05-17 09:11:29.3430000,43,101685,2008-05-16,2008-05-18
60,100001093,2008-03-31 14:28:48.2970000,43,122901,2008-03-30,2008-03-31
61,100001093,2008-04-16 14:48:11.7500000,43,83465,2008-04-16,2008-04-17
62,100001093,2007-04-24 12:05:49.9830000,43,94936,2007-04-26,2007-04-27
63,100001093,2008-01-22 08:28:56.7500000,43,118315,2008-01-21,2008-01-24
64,100001093,2008-01-31 09:40:54.8600000,43,118315,2008-01-30,2008-01-31
65,100001093,2007-04-11 08:20:34.3900000,43,87291,2007-04-13,2007-04-16
66,100001093,2007-01-15 12:05:34.4700000,43,95508,2007-01-15,2007-01-16
67,100001093,2007-03-12 14:42:35.8130000,43,94936,2007-03-13,2007-03-14
68,100001093,2006-04-27 08:56:31.8900000,43,79422,2006-04-28,2006-04-30
69,100001093,2006-04-18 09:05:54.7030000,43,64642,2006-04-17,2006-04-18
70,100001093,2006-04-25 15:02:47.2330000,43,79280,2006-04-25,2006-04-26
71,100001095,2016-05-02 07:39:31.1371122,78,354932,2016-05-01,2016-05-02
72,100001095,2016-05-21 10:13:56.0934158,78,159051,2016-05-20,2016-05-22
73,100001095,2017-04-22 07:55:51.4619857,78,367191,2017-04-21,2017-04-22
74,100001095,2017-05-20 11:53:10.4671793,78,368543,2017-05-20,2017-05-21
75,100001095,2018-04-10 09:08:40.4488374,78,1403787,2018-04-13,2018-04-14
76,100001095,2018-04-24 09:36:59.9009954,78,1406455,2018-04-23,2018-04-24
77,100001095,2018-04-25 14:13:27.3686578,78,1406812,2018-04-25,2018-04-26
78,100001095,2018-05-04 12:49:56.0138311,78,1409209,2018-05-06,2018-05-07
79,100001095,2019-07-08 14:37:09.9783201,78,1497284,2019-07-07,2019-07-08
80,100001095,2019-03-23 12:13:28.4050597,78,1401179,2019-03-22,2019-03-29
81,100001095,2019-06-06 14:20:27.1066399,78,1488893,2019-06-08,2019-06-09
82,100001095,2017-04-01 11:49:46.2341167,78,182189,2017-03-31,2017-04-03
83,100001103,2013-05-06 07:09:24.3230000,39,28785,2013-05-05,2013-05-06
84,100001103,2013-05-06 09:59:29.4030000,39,28604,2013-05-05,2013-05-06
85,100001103,2013-05-10 07:10:01.2830000,39,174619,2013-05-09,2013-05-10
86,100001103,2013-05-10 06:38:33.2800000,39,294842,2013-05-09,2013-05-10
87,100001103,2013-05-24 14:25:22.8400000,39,101121,2013-05-23,2013-05-24
88,100001103,2013-05-18 07:07:31.5930000,39,295216,2013-05-17,2013-05-18
89,100001103,2013-05-18 09:39:39.3470000,39,28341,2013-05-17,2013-05-18
90,100001103,2013-05-01 06:49:38.1430000,39,294610,2013-04-30,2013-05-01
91,100001103,2013-05-01 07:23:57.1300000,39,243892,2013-04-30,2013-05-01
92,100001103,2013-05-01 08:44:34.5170000,39,29175,2013-04-30,2013-05-01
93,100001103,2013-04-27 08:13:25.8430000,39,80227,2013-04-26,2013-04-27
94,100001103,2013-04-27 08:35:43.3870000,39,163765,2013-04-26,2013-04-27
95,100001103,2013-04-29 08:14:51.4070000,39,96076,2013-05-03,2013-05-04
96,100001103,2013-04-29 08:17:02.9530000,39,180155,2013-04-30,2013-05-01
97,100001103,2013-04-30 05:06:37.6230000,39,78599,2013-04-29,2013-04-30
98,100001103,2013-05-03 11:18:30.4900000,39,294682,2013-05-02,2013-05-03
99,100001103,2013-05-02 07:53:16.5200000,39,292551,2013-05-01,2013-05-02
100,100001103,2013-04-15 07:55:43.8530000,39,110025,2013-04-14,2013-04-15
101,100001103,2013-04-12 06:53:36.4700000,39,191892,2013-04-11,2013-04-12
102,100001103,2013-04-12 13:42:55.0830000,39,27948,2013-04-12,2013-04-13
103,100001103,2013-04-13 07:14:08.5770000,39,28847,2013-04-12,2013-04-13
104,100001103,2013-04-13 07:43:49.3030000,39,91256,2013-04-12,2013-04-13
105,100001103,2013-04-13 09:56:38.0600000,39,161296,2013-04-12,2013-04-13
106,100001103,2013-04-08 10:40:42.7400000,39,171824,2013-04-07,2013-04-08
107,100001103,2012-05-18 10:00:19.5270000,39,232362,2012-05-18,2012-05-20
108,100001103,2012-07-27 12:30:00.4730000,39,28710,2012-07-26,2012-07-27
109,100001103,2012-08-07 10:02:24.6600000,39,285553,2012-08-07,2012-08-08
110,100001103,2012-05-01 09:58:55.6330000,39,172268,2012-04-30,2012-05-01
111,100001103,2012-05-02 09:14:27.9970000,39,80005,2012-05-01,2012-05-02
112,100001103,2012-05-03 11:32:14.3000000,39,231714,2012-05-02,2012-05-03
113,100001103,2013-04-15 14:27:36.6800000,39,294100,2013-04-14,2013-04-15
114,100001103,2013-04-16 09:32:04.5630000,39,292603,2013-04-15,2013-04-16
115,100001103,2013-04-16 06:43:22.7930000,39,28989,2013-04-17,2013-04-18
116,100001103,2013-04-17 13:42:13.3700000,39,294196,2013-04-17,2013-04-18
117,100001103,2013-04-20 07:00:13.1070000,39,158991,2013-04-19,2013-04-20
118,100001103,2013-04-20 07:04:43.5830000,39,84052,2013-04-19,2013-04-20
119,100001103,2013-04-20 07:46:39.1400000,39,294299,2013-04-19,2013-04-20
120,100001103,2013-04-20 08:20:58.0870000,39,28681,2013-04-19,2013-04-20
121,100001103,2013-04-20 09:51:58.5330000,39,28094,2013-04-19,2013-04-20
122,100001103,2013-04-19 11:31:52.7570000,39,294280,2013-04-18,2013-04-19
123,100001103,2013-04-19 07:59:54.1100000,39,122298,2013-04-23,2013-04-24
124,100001103,2013-04-27 10:06:00.9700000,39,244816,2013-04-26,2013-04-27
125,100001103,2013-04-27 07:25:00.1630000,39,191637,2013-04-26,2013-04-27
126,100001103,2013-04-25 10:04:39.0530000,39,78684,2013-04-26,2013-04-27
127,100001103,2013-04-24 08:26:46.2430000,39,167434,2013-04-23,2013-04-24
128,100001103,2013-04-22 06:35:54.6430000,39,191427,2013-04-21,2013-04-22
129,100001103,2013-04-22 08:14:15.7300000,39,294389,2013-04-21,2013-04-22
130,100001103,2013-04-22 08:22:27.9570000,39,28989,2013-04-21,2013-04-22
131,100001103,2013-04-23 06:21:27.5530000,39,294410,2013-04-22,2013-04-23
132,100001103,2013-04-23 07:41:14.8930000,39,29227,2013-04-22,2013-04-23
133,100001103,2013-04-23 09:20:00.8700000,39,28282,2013-04-25,2013-04-26
134,100001103,2012-04-07 07:08:55.9700000,39,166235,2012-04-06,2012-04-07
135,100001103,2012-03-27 08:30:16.2430000,39,161381,2012-03-26,2012-03-27
136,100001103,2012-04-04 12:22:03.9100000,39,243742,2012-04-03,2012-04-04
137,100001103,2012-04-04 13:05:46.3100000,39,80227,2012-04-03,2012-04-04
138,100001103,2012-04-14 07:42:33.0770000,39,171824,2012-04-14,2012-04-15
139,100001103,2012-04-14 08:22:33.0000000,39,158713,2012-04-14,2012-04-15
140,100001103,2012-03-27 12:04:47.6900000,39,78684,2012-03-30,2012-03-31
141,100001103,2012-03-27 12:47:13.0470000,39,28337,2012-03-29,2012-03-30
142,100001103,2012-03-28 07:54:13.0130000,39,243375,2012-03-27,2012-03-28
143,100001103,2012-03-28 08:25:29.4300000,39,243381,2012-03-29,2012-03-30
144,100001103,2012-04-21 08:49:29.8570000,39,179273,2012-04-20,2012-04-21
145,100001103,2012-04-21 09:59:28.7600000,39,193909,2012-04-20,2012-04-21
146,100001103,2012-04-27 05:29:04.2370000,39,237713,2012-04-26,2012-04-27
147,100001103,2012-05-01 06:34:01.0600000,39,191637,2012-04-30,2012-05-01
148,100001103,2012-04-21 07:20:12.3730000,39,91776,2012-04-20,2012-04-21
149,100001103,2012-04-21 07:50:06.3930000,39,244035,2012-04-20,2012-04-21
150,100001103,2012-04-19 05:16:27.0200000,39,78599,2012-04-18,2012-04-19
151,100001103,2012-04-20 06:06:32.3930000,39,101112,2012-04-19,2012-04-20
152,100001103,2012-04-20 12:30:34.1600000,39,29133,2012-04-22,2012-04-23
153,100001103,2012-04-20 13:20:46.4000000,39,180054,2012-04-19,2012-04-20
154,100001103,2012-04-12 10:01:16.6330000,39,243831,2012-04-11,2012-04-12
155,100001103,2012-04-16 07:38:16.4300000,39,243892,2012-04-15,2012-04-16
156,100001103,2011-04-23 07:48:27.5230000,39,78684,2011-04-22,2011-04-23
157,100001103,2011-04-20 12:02:57.4100000,39,29227,2011-04-19,2011-04-20
158,100001103,2011-04-29 11:14:23.3870000,39,158713,2011-04-28,2011-04-29
159,100001103,2011-04-27 06:14:51.6200000,39,29037,2011-04-26,2011-04-27
160,100001103,2011-05-21 07:01:26.9000000,39,28736,2011-05-20,2011-05-21
161,100001103,2011-05-21 07:07:32.2600000,39,27948,2011-05-20,2011-05-21
162,100001103,2011-05-24 14:17:31.8400000,39,191554,2011-05-24,2011-05-25
163,100001103,2011-07-12 06:35:22.0470000,39,158713,2011-07-11,2011-07-12
164,100001103,2011-06-03 07:44:19.3370000,39,84052,2011-06-02,2011-06-03
165,100001103,2011-09-22 14:24:21.1730000,39,232478,2011-09-21,2011-09-22
166,100001103,2012-03-26 07:14:13.7770000,39,102276,2012-03-30,2012-03-31
167,100001103,2012-03-26 07:44:48.7100000,39,28541,2012-03-25,2012-03-26
168,100001103,2012-03-23 14:23:14.6300000,39,160925,2012-03-23,2012-03-24
169,100001103,2012-03-22 10:14:54.4270000,39,29227,2012-03-21,2012-03-22
170,100001103,2011-10-29 09:53:05.3570000,39,28526,2011-10-28,2011-10-29
171,100001103,2012-03-13 14:58:42.9400000,39,85522,2012-03-13,2012-03-14
172,100001103,2012-03-16 15:17:03.4370000,39,28116,2012-03-16,2012-03-17
173,100001103,2010-04-27 12:03:16.0370000,39,28907,2010-04-26,2010-04-27
174,100001103,2010-04-27 08:23:18.7030000,39,158713,2010-04-26,2010-04-27
175,100001103,2010-04-27 09:04:57.2830000,39,28592,2010-04-26,2010-04-27
176,100001103,2010-04-28 08:39:44.4270000,39,192519,2010-04-28,2010-04-29
177,100001103,2010-04-15 12:37:33.3630000,39,191989,2010-04-14,2010-04-15
178,100001103,2010-04-26 12:43:26.6270000,39,172338,2010-04-30,2010-05-01
179,100001103,2010-04-22 09:38:06.1530000,39,192267,2010-04-22,2010-04-23
180,100001103,2010-04-23 10:47:59.7200000,39,29196,2010-04-22,2010-04-23
181,100001103,2010-04-24 07:27:42.0930000,39,192355,2010-04-23,2010-04-24
182,100001103,2010-04-15 04:56:44.9730000,39,158713,2010-04-13,2010-04-14
183,100001103,2010-04-15 05:15:20.6970000,39,164252,2010-04-13,2010-04-14
184,100001103,2010-04-19 13:16:13.5370000,39,28989,2010-04-18,2010-04-19
185,100001103,2010-04-16 10:30:28.7130000,39,28319,2010-04-15,2010-04-16
186,100001103,2010-04-16 10:42:39.9900000,39,114266,2010-04-15,2010-04-16
187,100001103,2010-04-12 08:54:34.3700000,39,77924,2010-04-11,2010-04-12
188,100001103,2010-04-12 08:16:50.2230000,39,167434,2010-04-11,2010-04-12
189,100001103,2010-04-08 08:39:14.3500000,39,28164,2010-04-07,2010-04-08
190,100001103,2010-04-13 06:08:06.9500000,39,82190,2010-04-12,2010-04-13
191,100001103,2010-04-13 10:57:18.3070000,39,28625,2010-04-12,2010-04-13
192,100001103,2010-04-13 14:45:39.6770000,39,191902,2010-04-16,2010-04-17
193,100001103,2010-04-14 10:47:47.3800000,39,191939,2010-04-13,2010-04-14
194,100001103,2010-04-14 11:50:28.4330000,39,28604,2010-04-14,2010-04-15
195,100001103,2010-04-09 06:12:55.5270000,39,179332,2010-04-09,2010-04-10
196,100001103,2010-04-09 07:01:52.8670000,39,76863,2010-04-11,2010-04-12
197,100001103,2010-04-09 07:21:49.7770000,39,191727,2010-04-08,2010-04-09
198,100001103,2010-04-09 10:56:21.4630000,39,28829,2010-04-15,2010-04-16
199,100001103,2010-04-09 12:17:48.0900000,39,28592,2010-04-08,2010-04-09
200,100001103,2010-04-12 06:11:04.2270000,39,58688,2010-04-11,2010-04-12
201,100001103,2010-04-10 06:44:54.0530000,39,28101,2010-04-09,2010-04-10
202,100001103,2010-04-10 07:16:03.9430000,39,101110,2010-04-09,2010-04-10
203,100001103,2010-04-08 13:40:27.0700000,39,160925,2010-04-09,2010-04-10
204,100001103,2010-04-08 10:56:37.6530000,39,191684,2010-04-07,2010-04-08
205,100001103,2010-04-08 10:59:18.1200000,39,191685,2010-04-08,2010-04-09
206,100001103,2010-04-06 14:59:40.7200000,39,172268,2010-04-08,2010-04-09
207,100001103,2010-04-07 07:31:49.0830000,39,29089,2010-04-07,2010-04-08
208,100001103,2010-04-07 07:56:20.8730000,39,162645,2010-04-08,2010-04-09
209,100001103,2010-04-08 06:16:21.0930000,39,191655,2010-04-07,2010-04-08
210,100001103,2010-04-07 08:17:49.9130000,39,179884,2010-04-09,2010-04-10
211,100001103,2010-04-03 07:03:32.2200000,39,29257,2010-04-02,2010-04-03
212,100001103,2010-04-03 07:25:34.8800000,39,115236,2010-04-02,2010-04-03
213,100001103,2010-04-01 16:19:51.1800000,39,191514,2010-04-01,2010-04-02
214,100001103,2010-04-03 09:17:29.5600000,39,184397,2010-04-02,2010-04-04
215,100001103,2010-04-06 05:31:41.9470000,39,27880,2010-04-05,2010-04-06
216,100001103,2010-04-06 06:27:50.9800000,39,191559,2010-04-08,2010-04-09
217,100001103,2010-03-29 14:29:59.6770000,39,28394,2010-03-30,2010-03-31
218,100001103,2010-03-30 07:26:16.9570000,39,191427,2010-03-29,2010-03-30
219,100001103,2010-03-31 06:39:08.5800000,39,158713,2010-03-30,2010-03-31
220,100001103,2010-03-31 06:49:44.9600000,39,191465,2010-03-30,2010-03-31
221,100001103,2011-04-04 07:37:00.8830000,39,83802,2011-04-03,2011-04-04
222,100001103,2011-04-04 10:59:28.4900000,39,167434,2011-04-03,2011-04-04
223,100001103,2011-04-07 10:10:37.9770000,39,28319,2011-04-06,2011-04-07
224,100001103,2011-04-08 10:03:19.6630000,39,109544,2011-04-07,2011-04-08
225,100001103,2011-04-11 09:25:23.4500000,39,232796,2011-04-10,2011-04-11
226,100001103,2011-04-09 07:44:30.7400000,39,158713,2011-04-08,2011-04-09
227,100001103,2011-04-13 13:31:19.8000000,39,115943,2011-04-13,2011-04-15
228,100001103,2011-04-11 10:26:31.7800000,39,28604,2011-04-10,2011-04-11
229,100001103,2011-04-11 11:39:38.8270000,39,27851,2011-04-10,2011-04-11
230,100001103,2011-04-11 06:03:24.6530000,39,161858,2011-04-17,2011-04-18
231,100001103,2011-04-19 09:04:07.9530000,39,159507,2011-04-18,2011-04-19
232,100001103,2011-04-19 12:03:12.8600000,39,28681,2011-04-22,2011-04-23
233,100001103,2011-04-18 12:30:24.9570000,39,174619,2011-04-17,2011-04-18
234,100001103,2011-04-18 09:41:04.9100000,39,78312,2011-04-22,2011-04-23
235,100001103,2011-04-15 08:33:03.8770000,39,78657,2011-04-14,2011-04-15
236,100001103,2011-04-14 14:17:16.5000000,39,29091,2011-04-13,2011-04-14
237,100001103,2011-04-01 13:37:30.3200000,39,195355,2011-03-31,2011-04-01
238,100001103,2010-05-12 06:42:10.8270000,39,182550,2010-05-11,2010-05-12
239,100001103,2011-03-28 08:17:09.0530000,39,28671,2011-03-27,2011-03-28
240,100001103,2010-05-15 07:56:35.9170000,39,84052,2010-05-14,2010-05-15
241,100001103,2010-05-15 08:01:20.4130000,39,28049,2010-05-14,2010-05-15
242,100001103,2010-05-17 09:50:35.2130000,39,114474,2010-05-16,2010-05-18
243,100001103,2010-05-14 07:25:05.0300000,39,79308,2010-05-13,2010-05-14
244,100001103,2010-05-14 07:40:07.1830000,39,193137,2010-05-13,2010-05-14
245,100001103,2010-05-14 08:23:24.0570000,39,84052,2010-05-13,2010-05-14
246,100001103,2010-05-08 06:47:33.5500000,39,78684,2010-05-07,2010-05-08
247,100001103,2010-05-03 06:45:04.8300000,39,28623,2010-05-02,2010-05-03
248,100001103,2010-05-04 13:25:37.3370000,39,192741,2010-05-03,2010-05-04
249,100001103,2009-04-07 06:21:46.8900000,39,179196,2009-04-08,2009-04-10
250,100001103,2009-04-07 06:36:19.2030000,79,97627,2009-04-06,2009-04-07
251,100001103,2009-04-07 07:52:26.1100000,39,28137,2009-04-06,2009-04-07
252,100001103,2009-04-07 13:25:58.4230000,79,179238,2009-04-14,2009-04-15
253,100001103,2009-04-07 14:25:30.7500000,39,28122,2009-04-10,2009-04-11
254,100001103,2009-04-07 07:59:29.9530000,39,179206,2009-04-07,2009-04-08
255,100001103,2009-04-11 08:05:01.0470000,39,179373,2009-04-11,2009-04-12
256,100001103,2009-04-11 08:20:12.4230000,79,179379,2009-04-12,2009-04-13
257,100001103,2009-04-11 08:29:57.3600000,39,164963,2009-04-10,2009-04-11
258,100001103,2009-04-08 13:10:41.7500000,79,179325,2009-04-08,2009-04-09
259,100001103,2009-04-08 14:33:23.4370000,39,179332,2009-04-08,2009-04-09
260,100001103,2009-04-08 14:48:20.7500000,39,179334,2009-04-09,2009-04-10
261,100001103,2009-04-08 10:08:50.2030000,39,179296,2009-04-07,2009-04-08
262,100001103,2009-04-08 06:50:29.6870000,79,179267,2009-04-07,2009-04-08
263,100001103,2009-04-08 07:20:32.4370000,39,28731,2009-04-08,2009-04-09
264,100001103,2009-04-16 08:29:35.9830000,39,179597,2009-04-24,2009-04-26
265,100001103,2009-04-16 12:41:12.0770000,79,179624,2009-04-16,2009-04-17
266,100001103,2009-04-16 12:59:51.4530000,39,28604,2009-04-19,2009-04-20
267,100001103,2009-04-17 09:40:23.6730000,79,97677,2009-04-18,2009-04-19
268,100001103,2009-04-17 13:29:48.8430000,39,179691,2009-04-17,2009-04-18
269,100001103,2009-04-15 14:26:58.4700000,79,163385,2009-04-18,2009-04-19
270,100001103,2009-04-15 17:34:37.5770000,39,158713,2009-04-16,2009-04-17
271,100001103,2009-04-16 05:27:00.5630000,79,101477,2009-04-15,2009-04-16
272,100001103,2009-04-08 11:47:08.7330000,39,179308,2009-04-10,2009-04-11
273,100001103,2009-04-14 13:47:19.9700000,39,179455,2009-04-17,2009-04-18
274,100001103,2009-04-14 08:13:00.8770000,39,78599,2009-04-14,2009-04-15
275,100001103,2009-04-11 15:49:24.1730000,79,98275,2009-04-10,2009-04-11
276,100001103,2009-04-12 16:17:32.6270000,39,179403,2009-04-11,2009-04-12
277,100001103,2010-03-23 15:01:40.3230000,39,159201,2010-03-27,2010-03-28
278,100001103,2010-03-24 08:21:28.5270000,39,110025,2010-03-23,2010-03-24
279,100001103,2010-03-22 13:15:47.5600000,39,37219,2010-03-22,2010-03-23
280,100001103,2010-03-23 07:23:23.5730000,39,28536,2010-03-22,2010-03-23
281,100001103,2010-03-25 10:39:53.9970000,39,28621,2010-03-27,2010-03-28
282,100001103,2010-03-25 06:33:31.9300000,39,28708,2010-03-24,2010-03-25
283,100001103,2010-03-25 06:39:11.7070000,39,28723,2010-03-25,2010-03-26
284,100001103,2010-03-26 12:31:43.3370000,39,162696,2010-04-04,2010-04-05
285,100001103,2010-03-27 09:17:57.2300000,39,99377,2010-03-26,2010-03-27
286,100001103,2010-03-22 09:58:05.2430000,39,27973,2010-03-30,2010-03-31
287,100001103,2009-10-23 13:48:15.8830000,39,173368,2009-10-22,2009-10-23
288,100001103,2009-05-23 08:50:33.4370000,39,119212,2009-05-22,2009-05-23
289,100001103,2009-05-07 12:24:29.7500000,79,180615,2009-05-09,2009-05-10
290,100001103,2009-05-07 15:31:47.8130000,79,180629,2009-05-07,2009-05-08
291,100001103,2009-05-09 08:01:25.0300000,39,78684,2009-05-08,2009-05-09
292,100001103,2009-05-20 13:08:51.7030000,79,99298,2009-05-19,2009-05-20
293,100001103,2009-05-12 08:01:41.4830000,39,28306,2009-05-11,2009-05-12
294,100001103,2009-05-12 08:55:58.7970000,79,173221,2009-05-12,2009-05-13
295,100001103,2009-04-27 12:10:05.0930000,39,83898,2009-04-26,2009-04-27
296,100001103,2009-04-30 12:09:05.5170000,79,109272,2009-05-08,2009-05-09
297,100001103,2009-04-21 11:39:04.7200000,39,110259,2009-04-20,2009-04-21
298,100001103,2009-04-22 06:47:54.6270000,39,179884,2009-04-21,2009-04-22
299,100001103,2009-04-20 07:46:44.0470000,39,179750,2009-04-19,2009-04-20
300,100001103,2009-04-18 09:25:35.5630000,39,179728,2009-04-17,2009-04-18
301,100001103,2009-04-18 09:39:43.0000000,39,29265,2009-04-17,2009-04-18
302,100001103,2009-04-20 10:15:16.3430000,39,170067,2009-04-19,2009-04-20
303,100001103,2009-04-23 11:43:13.3900000,39,77692,2009-04-22,2009-04-23
304,100001103,2009-04-23 12:05:24.7970000,79,179973,2009-04-24,2009-04-25
305,100001103,2009-04-23 13:23:24.5930000,79,179002,2009-04-22,2009-04-23
306,100001103,2009-04-25 08:20:59.5300000,39,158735,2009-04-24,2009-04-25
307,100001103,2009-04-06 08:34:36.9230000,39,109544,2009-04-07,2009-04-08
308,100001103,2009-04-06 09:02:57.2500000,39,179135,2009-04-06,2009-04-07
309,100001103,2009-04-06 09:38:51.1270000,79,179142,2009-04-05,2009-04-06
310,100001103,2009-04-06 07:17:35.0470000,39,115645,2009-04-05,2009-04-08
311,100001103,2009-04-06 06:20:37.2670000,39,99430,2009-04-05,2009-04-06
312,100001103,2009-04-06 06:06:27.9070000,39,178024,2009-04-05,2009-04-06
313,100001103,2009-04-04 10:04:49.5000000,79,179081,2009-04-03,2009-04-04
314,100001103,2009-04-03 09:02:14.5930000,39,178988,2009-04-02,2009-04-03
315,100001103,2009-04-02 15:00:42.8600000,39,178938,2009-04-02,2009-04-03
316,100001103,2009-04-03 06:21:00.8900000,39,100598,2009-04-07,2009-04-08
317,100001103,2009-04-03 07:58:11.5470000,39,28545,2009-04-02,2009-04-03
318,100001103,2009-04-04 08:39:37.4530000,39,161296,2009-04-04,2009-04-05
319,100001103,2009-04-04 06:03:27.2800000,79,97959,2009-04-03,2009-04-04
320,100001103,2009-04-04 07:36:47.8130000,79,168356,2009-04-07,2009-04-08
321,100001103,2009-03-30 12:51:35.9700000,39,29133,2009-03-30,2009-03-31
322,100001103,2009-03-31 06:14:55.2800000,39,178211,2009-03-31,2009-04-01
323,100001103,2009-03-31 07:04:02.5170000,79,178763,2009-03-31,2009-04-01
324,100001103,2009-04-02 14:32:48.8900000,39,51453,2009-04-03,2009-04-04
325,100001103,2009-04-02 12:36:59.2330000,79,158997,2009-04-05,2009-04-06
326,100001103,2009-04-02 12:47:23.2970000,39,122298,2009-04-13,2009-04-14
327,100001103,2009-04-02 12:57:27.2670000,79,178929,2009-04-03,2009-04-04
328,100001103,2009-04-01 07:03:36.7670000,79,178836,2009-03-31,2009-04-01
329,100001103,2009-04-02 05:43:59.3270000,39,102276,2009-04-03,2009-04-04
330,100001103,2009-04-02 07:48:51.1100000,39,178902,2009-04-01,2009-04-02
